ticker,cik,transaction_date,is_buy,shares,price_per_share,transaction_value,is_officer,is_director,is_ten_pct_owner,officer_title,ownership_type,accession_number
HOOD,1783879,2025-11-11,0,114032.0,133.49,15222131.680000002,1,0,0,Chief Financial Officer,D,0001871212-25-000006
HOOD,1783879,2025-11-11,0,88950.0,132.41,11777869.5,1,0,0,Chief Financial Officer,D,0001871212-25-000006
HOOD,1783879,2025-11-11,0,71117.0,131.69,9365397.73,1,0,0,Chief Financial Officer,D,0001871212-25-000006
HOOD,1783879,2025-11-11,0,23796.0,131.76,3135360.96,0,1,0,,I,0001783879-25-000315
HOOD,1783879,2025-11-11,0,4900.0,133.52,654248.0,0,1,0,,I,0001783879-25-000315
HOOD,1783879,2025-11-11,0,900.0,134.37,120933.0,0,1,0,,I,0001783879-25-000315
HOOD,1783879,2025-11-11,0,12834.0,132.56,1701275.04,0,1,0,,I,0001783879-25-000315
HOOD,1783879,2025-11-17,0,30292.0,114.94,3481762.48,0,1,0,,I,0001783879-25-000316
HOOD,1783879,2025-11-17,0,5972.0,120.7,720820.4,0,1,0,,I,0001783879-25-000316
HOOD,1783879,2025-11-17,0,31444.0,119.83,3767934.52,0,1,0,,I,0001783879-25-000316
HOOD,1783879,2025-11-17,0,37135.0,118.95,4417208.25,0,1,0,,I,0001783879-25-000316
HOOD,1783879,2025-11-17,0,84332.0,117.84,9937682.88,0,1,0,,I,0001783879-25-000316
HOOD,1783879,2025-11-17,0,66645.0,117.06,7801463.7,0,1,0,,I,0001783879-25-000316
HOOD,1783879,2025-11-17,0,78685.0,115.95,9123525.75,0,1,0,,I,0001783879-25-000316
HOOD,1783879,2025-11-17,0,44897.0,113.81,5109727.57,0,1,0,,I,0001783879-25-000316
HOOD,1783879,2025-11-17,0,38936.0,113.08,4402882.88,0,1,0,,I,0001783879-25-000316
HOOD,1783879,2025-11-24,0,1000.0,109.82,109820.0,1,0,0,Chief Legal Officer,D,0001783879-25-000318
HOOD,1783879,2025-11-24,0,1600.0,111.07,177712.0,1,0,0,Chief Legal Officer,D,0001783879-25-000318
HOOD,1783879,2025-11-24,0,2100.0,115.0,241500.0,1,0,0,Chief Legal Officer,D,0001783879-25-000318
HOOD,1783879,2025-11-24,0,2200.0,112.91,248402.0,1,0,0,Chief Legal Officer,D,0001783879-25-000318
HOOD,1783879,2025-11-24,0,2500.0,114.02,285050.0,1,0,0,Chief Legal Officer,D,0001783879-25-000318
HOOD,1783879,2025-11-24,0,600.0,112.23,67338.0,1,0,0,Chief Legal Officer,D,0001783879-25-000318
HOOD,1783879,2025-11-26,0,50000.0,121.33,6066500.0,1,0,0,Chief Legal Officer,D,0001705560-25-000012
HOOD,1783879,2025-12-03,0,110000.0,132.21,14543100.0,1,0,0,Chief Legal Officer,D,0001705560-25-000016
HOOD,1783879,2025-12-03,0,1200.0,134.08,160896.00000000003,1,0,0,Chief Legal Officer,D,0001705560-25-000016
HOOD,1783879,2025-12-03,0,2220.0,133.22,295748.4,1,0,0,Chief Legal Officer,D,0001705560-25-000016
HOOD,1783879,2025-12-03,0,1580.0,132.36,209128.80000000002,1,0,0,Chief Legal Officer,D,0001705560-25-000016
HOOD,1783879,2025-12-03,0,400.0,125.44,50176.0,1,0,0,Chief Legal Officer,D,0001705560-25-000016
HOOD,1783879,2025-12-03,0,1400.0,130.23,182322.0,1,0,0,Chief Legal Officer,D,0001705560-25-000016
HOOD,1783879,2025-12-03,0,800.0,129.27,103416.00000000001,1,0,0,Chief Legal Officer,D,0001705560-25-000016
HOOD,1783879,2025-12-03,0,400.0,127.3,50920.0,1,0,0,Chief Legal Officer,D,0001705560-25-000016
HOOD,1783879,2025-12-03,0,600.0,126.12,75672.0,1,0,0,Chief Legal Officer,D,0001705560-25-000016
HOOD,1783879,2025-12-03,0,1400.0,131.27,183778.0,1,0,0,Chief Legal Officer,D,0001705560-25-000016
HOOD,1783879,2025-12-03,0,2319.0,125.22,290385.18,1,0,0,Chief Brokerage Officer,D,0001659211-25-000012
HOOD,1783879,2025-12-03,0,4510.0,134.14,604971.3999999999,1,0,0,Chief Brokerage Officer,D,0001659211-25-000012
HOOD,1783879,2025-12-03,0,3499.0,126.12,441293.88,1,0,0,Chief Brokerage Officer,D,0001659211-25-000012
HOOD,1783879,2025-12-03,0,11573.0,132.62,1534811.26,1,0,0,Chief Brokerage Officer,D,0001659211-25-000012
HOOD,1783879,2025-12-03,0,8014.0,133.55,1070269.7000000002,1,0,0,Chief Brokerage Officer,D,0001659211-25-000012
HOOD,1783879,2025-12-03,0,1184.0,127.24,150652.16,1,0,0,Chief Brokerage Officer,D,0001659211-25-000012
HOOD,1783879,2025-12-03,0,1000.0,128.45,128449.99999999999,1,0,0,Chief Brokerage Officer,D,0001659211-25-000012
HOOD,1783879,2025-12-03,0,5180.0,129.61,671379.8,1,0,0,Chief Brokerage Officer,D,0001659211-25-000012
HOOD,1783879,2025-12-03,0,6301.0,130.42,821776.4199999999,1,0,0,Chief Brokerage Officer,D,0001659211-25-000012
HOOD,1783879,2025-12-03,0,6362.0,131.39,835903.1799999999,1,0,0,Chief Brokerage Officer,D,0001659211-25-000012
HOOD,1783879,2025-12-05,0,200.0,134.78,26956.0,1,0,0,Chief Technology Officer,D,0001783879-25-000319
HOOD,1783879,2025-12-05,0,400.0,133.6,53440.0,1,0,0,Chief Technology Officer,D,0001783879-25-000319
HOOD,1783879,2025-12-05,0,2257.0,132.63,299345.91,1,0,0,Chief Technology Officer,D,0001783879-25-000319
HOOD,1783879,2025-12-05,0,2808.0,131.72,369869.76,1,0,0,Chief Technology Officer,D,0001783879-25-000319
HOOD,1783879,2025-12-05,0,200.0,130.49,26098.0,1,0,0,Chief Technology Officer,D,0001783879-25-000319
HOOD,1783879,2025-12-22,0,4488.0,122.16,548254.08,1,0,0,Chief Technology Officer,D,0001783879-25-000321
HOOD,1783879,2025-12-22,0,1176.0,122.98,144624.48,1,0,0,Chief Technology Officer,D,0001783879-25-000321
HOOD,1783879,2025-12-22,0,200.0,124.04,24808.0,1,0,0,Chief Technology Officer,D,0001783879-25-000321
HOOK,1760542,2025-08-19,0,25172.0,0.82,20641.039999999997,1,1,0,Chief Executive Officer,D,0001876563-25-000004
HOPE,1128361,2025-11-19,0,2100.0,10.0,21000.0,1,0,0,"SEVP, Chief Risk Officer",D,0001193125-25-288548
HOPE,1128361,2025-12-08,0,1867.0,11.0,20537.0,1,0,0,"SEVP, Chief Risk Officer",D,0001193125-25-311590
HOPE,1128361,2025-12-10,0,1000.0,11.54,11540.0,1,0,0,"SEVP, Chief Bus. Bnking Ofcr",D,0001452653-25-000005
HOPE,1128361,2025-12-11,0,1000.0,11.6,11600.0,1,0,0,"SEVP, Chief Bus. Bnking Ofcr",D,0001452653-25-000005
HOPE,1128361,2025-12-11,0,20820.0,11.5,239430.0,0,1,0,,D,0001193125-25-318009
HOPE,1128361,2025-12-12,0,1000.0,11.41,11410.0,1,0,0,"SEVP, Chief Bus. Bnking Ofcr",D,0001452653-25-000005
HOVRW,1930021,2025-09-23,0,90000.0,2.23,200700.0,1,1,0,Chief Executive Officer,I,0001879194-25-000002
HOVRW,1930021,2025-09-24,0,90000.0,2.24,201600.00000000003,1,1,0,Chief Executive Officer,I,0001879194-25-000002
HOVRW,1930021,2025-10-14,0,100000.0,3.72,372000.0,1,0,0,Head of People and Strategy,D,0002008126-25-000003
HOVRW,1930021,2025-10-14,0,140000.0,3.84,537600.0,1,1,0,Chief Executive Officer,I,0001879194-25-000004
HOVRW,1930021,2025-10-15,0,46000.0,4.0,184000.0,1,0,0,Chief Executive Officer,D,0002007928-25-000003
HOVRW,1930021,2025-10-15,0,100000.0,3.42,342000.0,1,1,0,Chief Executive Officer,I,0001879194-25-000004
HOVVB,357294,2024-09-19,0,2284.0,227.4,519381.60000000003,0,1,0,,I,0001225208-25-010076
HOWL,1785530,2025-10-27,0,46664.0,1.72,80262.08,0,1,0,,I,0001231919-25-000375
HOWL,1785530,2025-10-27,0,72709.0,1.72,125059.48,0,0,0,,I,0001231919-25-000374
HOWL,1785530,2025-10-27,0,72709.0,1.72,125059.48,0,0,0,,I,0001231919-25-000373
HOWL,1785530,2025-10-28,0,44327.0,1.64,72696.28,0,1,0,,I,0001231919-25-000375
HOWL,1785530,2025-10-28,0,69068.0,1.64,113271.51999999999,0,0,0,,I,0001231919-25-000374
HOWL,1785530,2025-10-28,0,69068.0,1.64,113271.51999999999,0,0,0,,I,0001231919-25-000373
HOWL,1785530,2025-10-29,0,86154.0,1.55,133538.7,0,1,0,,I,0001231919-25-000375
HOWL,1785530,2025-10-29,0,134240.0,1.55,208072.0,0,0,0,,I,0001231919-25-000374
HOWL,1785530,2025-10-29,0,134240.0,1.55,208072.0,0,0,0,,I,0001231919-25-000373
HOWL,1785530,2025-10-30,0,55795.0,1.43,79786.84999999999,0,1,0,,I,0001134657-25-000004
HOWL,1785530,2025-10-30,0,86936.0,1.43,124318.48,0,0,0,,I,0001231919-25-000406
HOWL,1785530,2025-10-30,0,86936.0,1.43,124318.48,0,0,0,,I,0001231919-25-000404
HOWL,1785530,2025-10-31,0,73192.0,1.28,93685.76,0,1,0,,I,0001134657-25-000004
HOWL,1785530,2025-10-31,0,114044.0,1.28,145976.32,0,0,0,,I,0001231919-25-000406
HOWL,1785530,2025-10-31,0,114044.0,1.28,145976.32,0,0,0,,I,0001231919-25-000404
HOWL,1785530,2025-11-03,0,60369.0,1.29,77876.01000000001,0,1,0,,I,0001134657-25-000004
HOWL,1785530,2025-11-03,0,94063.0,1.29,121341.27,0,0,0,,I,0001231919-25-000406
HOWL,1785530,2025-11-03,0,94063.0,1.29,121341.27,0,0,0,,I,0001231919-25-000404
HOWL,1785530,2025-11-04,0,90164.0,1.22,110000.08,0,1,0,,I,0001134657-25-000006
HOWL,1785530,2025-11-04,0,140488.0,1.22,171395.36,0,0,0,,I,0001231919-25-000441
HOWL,1785530,2025-11-04,0,140488.0,1.22,171395.36,0,0,0,,I,0001231919-25-000439
HOWL,1785530,2025-11-05,0,30774.0,1.22,37544.28,0,1,0,,I,0001134657-25-000006
HOWL,1785530,2025-11-05,0,47950.0,1.22,58499.0,0,0,0,,I,0001231919-25-000441
HOWL,1785530,2025-11-05,0,47950.0,1.22,58499.0,0,0,0,,I,0001231919-25-000439
HOWL,1785530,2025-11-06,0,34947.0,1.21,42285.869999999995,0,1,0,,I,0001134657-25-000006
HOWL,1785530,2025-11-06,0,54452.0,1.21,65886.92,0,0,0,,I,0001231919-25-000441
HOWL,1785530,2025-11-06,0,54452.0,1.21,65886.92,0,0,0,,I,0001231919-25-000439
HOWL,1785530,2025-11-07,0,43950.0,1.11,48784.50000000001,0,1,0,,I,0001134657-25-000008
HOWL,1785530,2025-11-07,0,68480.0,1.11,76012.8,0,0,0,,I,0001231919-25-000461
HOWL,1785530,2025-11-07,0,68480.0,1.11,76012.8,0,0,0,,I,0001231919-25-000459
HOWL,1785530,2025-11-10,0,31172.0,1.18,36782.96,0,1,0,,I,0001134657-25-000008
HOWL,1785530,2025-11-10,0,48570.0,1.18,57312.6,0,0,0,,I,0001231919-25-000461
HOWL,1785530,2025-11-10,0,48570.0,1.18,57312.6,0,0,0,,I,0001231919-25-000459
HOWL,1785530,2025-11-11,0,35818.0,1.14,40832.52,0,1,0,,I,0001134657-25-000008
HOWL,1785530,2025-11-11,0,55810.0,1.14,63623.399999999994,0,0,0,,I,0001231919-25-000461
HOWL,1785530,2025-11-11,0,55810.0,1.14,63623.399999999994,0,0,0,,I,0001231919-25-000459
HOWL,1785530,2025-11-12,0,26101.0,1.09,28450.090000000004,0,1,0,,I,0001134657-25-000008
HOWL,1785530,2025-11-12,0,40669.0,1.09,44329.21000000001,0,0,0,,I,0001231919-25-000461
HOWL,1785530,2025-11-12,0,40669.0,1.09,44329.21000000001,0,0,0,,I,0001231919-25-000459
HOWL,1785530,2025-11-13,0,58372.0,0.98,57204.56,0,1,0,,I,0001134657-25-000010
HOWL,1785530,2025-11-13,0,90951.0,0.98,89131.98,0,0,0,,I,0001231919-25-000509
HOWL,1785530,2025-11-13,0,90951.0,0.98,89131.98,0,0,0,,I,0001231919-25-000507
HOWL,1785530,2025-11-14,0,39560.0,0.93,36790.8,0,1,0,,I,0001134657-25-000010
HOWL,1785530,2025-11-14,0,61640.0,0.93,57325.200000000004,0,0,0,,I,0001231919-25-000509
HOWL,1785530,2025-11-14,0,61640.0,0.93,57325.200000000004,0,0,0,,I,0001231919-25-000507
HOWL,1785530,2025-11-17,0,36621.0,0.95,34789.95,0,1,0,,I,0001134657-25-000010
HOWL,1785530,2025-11-17,0,57061.0,0.95,54207.95,0,0,0,,I,0001231919-25-000509
HOWL,1785530,2025-11-17,0,57061.0,0.95,54207.95,0,0,0,,I,0001231919-25-000507
HOWL,1785530,2025-11-18,0,33776.0,0.93,31411.68,0,1,0,,I,0001134657-25-000011
HOWL,1785530,2025-11-18,0,52627.0,0.93,48943.11,0,0,0,,I,0001231919-25-000534
HOWL,1785530,2025-11-18,0,52627.0,0.93,48943.11,0,0,0,,I,0001231919-25-000533
HOWL,1785530,2025-11-19,0,42566.0,0.94,40012.04,0,1,0,,I,0001134657-25-000011
HOWL,1785530,2025-11-19,0,66324.0,0.94,62344.56,0,0,0,,I,0001231919-25-000534
HOWL,1785530,2025-11-19,0,66324.0,0.94,62344.56,0,0,0,,I,0001231919-25-000533
HOWL,1785530,2025-11-20,0,26411.0,0.89,23505.79,0,1,0,,I,0001134657-25-000011
HOWL,1785530,2025-11-20,0,41152.0,0.89,36625.28,0,0,0,,I,0001231919-25-000534
HOWL,1785530,2025-11-20,0,41152.0,0.89,36625.28,0,0,0,,I,0001231919-25-000533
HOWL,1785530,2025-11-21,0,41287.0,0.83,34268.21,0,1,0,,I,0001134657-25-000012
HOWL,1785530,2025-11-21,0,64331.0,0.83,53394.729999999996,0,0,0,,I,0001231919-25-000551
HOWL,1785530,2025-11-21,0,64331.0,0.83,53394.729999999996,0,0,0,,I,0001231919-25-000550
HOWL,1785530,2025-11-24,0,56992.0,0.98,55852.159999999996,0,1,0,,I,0001134657-25-000012
HOWL,1785530,2025-11-24,0,88802.0,0.98,87025.95999999999,0,0,0,,I,0001231919-25-000551
HOWL,1785530,2025-11-24,0,88802.0,0.98,87025.95999999999,0,0,0,,I,0001231919-25-000550
HOWL,1785530,2025-11-25,0,27297.0,0.92,25113.24,0,1,0,,I,0001134657-25-000012
HOWL,1785530,2025-11-25,0,42533.0,0.92,39130.36,0,0,0,,I,0001231919-25-000551
HOWL,1785530,2025-11-25,0,42533.0,0.92,39130.36,0,0,0,,I,0001231919-25-000550
HOWL,1785530,2025-11-26,0,38978.0,0.98,38198.44,0,1,0,,I,0001134657-25-000013
HOWL,1785530,2025-11-26,0,60733.0,0.98,59518.34,0,0,0,,I,0001231919-25-000565
HOWL,1785530,2025-11-26,0,60733.0,0.98,59518.34,0,0,0,,I,0001231919-25-000564
HOWL,1785530,2025-11-28,0,13014.0,0.99,12883.86,0,1,0,,I,0001134657-25-000013
HOWL,1785530,2025-11-28,0,20277.0,0.99,20074.23,0,0,0,,I,0001231919-25-000565
HOWL,1785530,2025-11-28,0,20277.0,0.99,20074.23,0,0,0,,I,0001231919-25-000564
HOWL,1785530,2025-12-01,0,39096.0,0.94,36750.24,0,1,0,,I,0001134657-25-000013
HOWL,1785530,2025-12-01,0,60917.0,0.94,57261.979999999996,0,0,0,,I,0001231919-25-000565
HOWL,1785530,2025-12-01,0,60917.0,0.94,57261.979999999996,0,0,0,,I,0001231919-25-000564
HOWL,1785530,2025-12-02,0,38043.0,0.89,33858.270000000004,0,1,0,,I,0001134657-25-000014
HOWL,1785530,2025-12-02,0,59277.0,0.89,52756.53,0,0,0,,I,0001231919-25-000575
HOWL,1785530,2025-12-02,0,59277.0,0.89,52756.53,0,0,0,,I,0001231919-25-000574
HOWL,1785530,2025-12-03,0,36726.0,0.87,31951.62,0,1,0,,I,0001134657-25-000014
HOWL,1785530,2025-12-03,0,57225.0,0.87,49785.75,0,0,0,,I,0001231919-25-000575
HOWL,1785530,2025-12-03,0,57225.0,0.87,49785.75,0,0,0,,I,0001231919-25-000574
HOWL,1785530,2025-12-04,0,53416.0,0.97,51813.52,0,1,0,,I,0001134657-25-000014
HOWL,1785530,2025-12-04,0,83230.0,0.97,80733.09999999999,0,0,0,,I,0001231919-25-000575
HOWL,1785530,2025-12-04,0,83230.0,0.97,80733.09999999999,0,0,0,,I,0001231919-25-000574
HOWL,1785530,2025-12-05,0,16568.0,0.97,16070.96,0,1,0,,I,0001134657-25-000015
HOWL,1785530,2025-12-08,0,34041.0,0.99,33700.59,0,1,0,,I,0001134657-25-000015
HOWL,1785530,2025-12-09,0,44570.0,1.01,45015.7,0,1,0,,I,0001134657-25-000015
HOWL,1785530,2025-12-10,0,37104.0,1.06,39330.240000000005,0,1,0,,I,0001134657-25-000016
HOWL,1785530,2025-12-11,0,28009.0,1.07,29969.63,0,1,0,,I,0001134657-25-000016
HOWL,1785530,2025-12-12,0,17858.0,1.08,19286.640000000003,0,1,0,,I,0001134657-25-000016
HOWL,1785530,2025-12-15,0,23640.0,1.07,25294.800000000003,0,1,0,,I,0001134657-25-000017
HOWL,1785530,2025-12-16,0,14548.0,1.05,15275.400000000001,0,1,0,,I,0001134657-25-000017
HOWL,1785530,2025-12-17,0,9983.0,1.14,11380.619999999999,0,1,0,,I,0001134657-25-000017
HOWL,1785530,2025-12-22,0,59307.0,0.69,40921.829999999994,0,1,0,,I,0001134657-25-000018
HOWL,1785530,2025-12-23,0,71428.0,0.63,44999.64,0,1,0,,I,0001134657-25-000018
HOWL,1785530,2025-12-24,0,16310.0,0.65,10601.5,0,1,0,,I,0001134657-25-000018
HOWL,1785530,2025-12-26,0,35632.0,0.63,22448.16,0,1,0,,I,0001134657-25-000018
HOWL,1785530,2025-12-29,0,108606.0,0.61,66249.66,0,1,0,,I,0001134657-25-000018
HP,46765,2025-12-03,0,6681.0,30.23,201966.63,1,0,0,"VP, CAO",D,0001790219-25-000003
HP,46765,2025-12-19,0,25000.0,28.1,702500.0,0,1,0,,I,0001196793-25-000006
HP,46765,2025-12-19,0,50000.0,28.13,1406500.0,0,1,0,,I,0001196793-25-000006
HPE-PC,1645590,2025-12-08,0,29000.0,23.79,689910.0,0,1,0,,D,0001646850-25-000006
HPE-PC,1645590,2025-12-08,0,84676.0,23.15,1960249.4,1,0,0,"EVP, COLO",D,0001548933-25-000006
HPE-PC,1645590,2025-12-09,0,21007.0,23.7,497865.89999999997,1,0,0,"EVP, COLO",D,0001548933-25-000010
HPE-PC,1645590,2025-12-09,0,50061.0,23.7,1186445.7,1,0,0,"SVP, Controller & CTO",D,0001655286-25-000009
HPE-PC,1645590,2025-12-10,0,148501.0,24.99,3711039.9899999998,1,0,0,"EVP, COLO",D,0001548933-25-000010
HPE-PC,1645590,2025-12-10,0,13442.0,24.75,332689.5,1,0,0,"SVP, Controller & CTO",D,0001655286-25-000009
HPE-PC,1645590,2025-12-11,0,13463.0,24.68,332266.83999999997,1,0,0,"SVP, Controller & CTO",D,0001655286-25-000011
HPE-PC,1645590,2025-12-11,0,35958.0,24.66,886724.28,1,0,0,"EVP, Pres & CEO Financial Serv",D,0002060058-25-000013
HPE-PC,1645590,2025-12-11,0,126512.0,24.61,3113460.32,1,0,0,"EVP, GM, Hybrid Cloud & CTO",D,0001700118-25-000010
HPE-PC,1645590,2025-12-24,0,36460.0,24.61,897280.6,1,0,0,"SVP, Treasurer, Corp Dev",D,0001584883-25-000012
HPE-PC,1645590,2025-12-29,0,26457.0,24.49,647931.9299999999,1,1,0,President and CEO,D,0001648401-25-000033
HPQ,47217,2025-09-29,0,34282.0,26.85,920471.7000000001,1,1,0,President and CEO,D,0001656242-25-000004
HPQ,47217,2025-10-29,0,18154.0,27.88,506133.51999999996,1,0,0,Pres Imaging Prtng & Solutions,D,0002043764-25-000006
HPQ,47217,2025-12-05,0,41922.0,26.01,1090391.22,1,1,0,President and CEO,D,0001656242-25-000008
HPQ,47217,2025-12-09,0,16726.0,24.83,415306.57999999996,1,0,0,Pres Imaging Prtng & Solutions,D,0002043764-25-000008
HPQ,47217,2025-12-26,0,33321.0,23.19,772713.99,1,0,0,"President, Personal Systems",D,0002093489-25-000005
HQI,1140102,2025-12-22,1,18854.0,9.13,172137.02000000002,1,1,0,President and CEO,D,0001654954-25-014343
HQI,1140102,2025-12-24,1,422.0,10.12,4270.639999999999,1,1,0,President and CEO,D,0001654954-25-014343
HQL,884121,2025-12-16,1,7923.0,16.88,133740.24,0,1,0,,D,0001104659-25-122394
HQY,1428336,2025-10-07,0,1781.0,88.21,157102.00999999998,1,0,0,"EVP, CHIEF COMMERCIAL OFFICER",D,0002016116-25-000006
HQY,1428336,2025-10-20,0,1500.0,92.07,138105.0,1,0,0,"EVP, General Counsel",D,0001683056-25-000009
HQY,1428336,2025-11-20,0,1500.0,104.56,156840.0,1,0,0,"EVP, General Counsel",D,0001683056-25-000011
HQY,1428336,2025-12-12,0,4339.0,98.03,425352.17,0,1,0,,D,0001712960-25-000004
HQY,1428336,2025-12-18,0,10959.0,95.45,1046036.55,1,0,0,"EVP, CHIEF TECHNOLOGY OFFICER",D,0001916312-25-000008
HQY,1428336,2025-12-19,0,1500.0,94.72,142080.0,1,0,0,"EVP, General Counsel",D,0001683056-25-000013
HRB,12659,2025-11-12,0,176449.0,46.46,8197820.54,1,1,0,President & CEO,D,0001225208-25-009180
HRB,12659,2025-11-19,0,128818.0,44.54,5737553.72,1,1,0,President & CEO,D,0001225208-25-009313
HRGN,1563665,2025-09-30,1,300.0,1.98,594.0,1,1,0,CEO,D,0001437749-25-030204
HRGN,1563665,2025-11-25,1,3000.0,1.7,5100.0,1,1,0,CEO,D,0001437749-25-036518
HRL,48465,2025-12-11,0,13400.0,24.0,321600.0,0,1,0,,D,0001374185-25-000006
HRMY,1802665,2025-11-21,0,3427.0,35.0,119945.0,1,0,0,CHIEF FINANCIAL OFFICER,D,0001677141-25-000006
HRMY,1802665,2025-12-05,0,20000.0,39.54,790800.0,1,0,0,CHIEF FINANCIAL OFFICER,D,0001677141-25-000008
HRMY,1802665,2025-12-12,0,5933.0,40.11,237972.63,1,1,0,"PRESIDENT, CEO",D,0001615993-25-000005
HRMY,1802665,2025-12-12,0,20000.0,40.11,802200.0,1,1,0,"PRESIDENT, CEO",D,0001615993-25-000005
HRTG,1598665,2025-10-01,0,3800.0,25.18,95684.0,1,0,0,Chief Financial Officer,D,0001598665-25-000070
HRTG,1598665,2025-10-01,0,9397.0,24.61,231260.16999999998,1,0,0,Chief Financial Officer,D,0001598665-25-000070
HRTG,1598665,2025-10-03,0,6803.0,24.16,164360.48,1,0,0,Chief Financial Officer,D,0001598665-25-000071
HRTG,1598665,2025-10-14,0,32286.0,26.97,870753.4199999999,0,1,0,,D,0001186207-25-000006
HRTG,1598665,2025-10-14,0,58715.0,27.62,1621708.3,0,1,0,,D,0001186207-25-000006
HRTG,1598665,2025-10-14,0,8999.0,25.9,233074.09999999998,0,1,0,,D,0001186207-25-000006
HRTG,1598665,2025-10-20,0,7467.0,23.01,171815.67,1,1,0,Chief Executive Officer,D,0001607776-25-000007
HRTG,1598665,2025-10-20,0,867.0,23.02,19958.34,1,1,0,Chief Executive Officer,D,0001607776-25-000007
HRTG,1598665,2025-11-04,0,71.0,24.0,1704.0,1,0,0,Chief Financial Officer,D,0001730226-25-000005
HRTG,1598665,2025-11-05,0,19929.0,24.18,481883.22,1,0,0,Chief Financial Officer,D,0001730226-25-000005
HRTG,1598665,2025-11-11,0,10000.0,29.1,291000.0,1,1,0,Chief Executive Officer,D,0001598665-25-000078
HRTG,1598665,2025-11-12,0,5000.0,30.39,151950.0,1,1,0,Chief Executive Officer,D,0001598665-25-000078
HRTG,1598665,2025-11-13,0,5000.0,30.77,153850.0,1,1,0,Chief Executive Officer,D,0001598665-25-000079
HRTG,1598665,2025-11-18,0,50000.0,29.4,1470000.0,0,1,0,,D,0001186207-25-000008
HRTG,1598665,2025-11-20,0,4360.0,26.27,114537.2,1,1,0,Chief Executive Officer,D,0001607776-25-000010
HRTG,1598665,2025-11-20,0,1159.0,28.23,32718.57,1,1,0,Chief Executive Officer,D,0001607776-25-000010
HRTG,1598665,2025-11-20,0,2815.0,27.44,77243.6,1,1,0,Chief Executive Officer,D,0001607776-25-000010
HRTG,1598665,2025-12-02,0,8331.0,28.21,235017.51,1,0,0,Chief Financial Officer,D,0001730226-25-000007
HRTG,1598665,2025-12-09,0,7000.0,28.36,198520.0,1,1,0,Chief Executive Officer,D,0001607776-25-000012
HRTG,1598665,2025-12-11,0,6291.0,28.42,178790.22,1,1,0,Chief Executive Officer,D,0001607776-25-000014
HRTG,1598665,2025-12-12,0,1709.0,28.85,49304.65,1,1,0,Chief Executive Officer,D,0001607776-25-000014
HRTG,1598665,2025-12-22,0,8334.0,29.48,245686.32,1,1,0,Chief Executive Officer,D,0001607776-25-000018
HST,1070750,2025-11-25,0,35000.0,17.64,617400.0,1,0,0,"EVP, Development, D&C",D,0001070750-25-000170
HST,1070750,2025-12-11,0,11954.0,18.15,216965.09999999998,1,0,0,"EVP, Ch. Investment Officer",D,0001070750-25-000174
HST,1070750,2025-12-12,0,9086.0,18.47,167818.41999999998,1,0,0,"EVP, Ch. Investment Officer",D,0001070750-25-000174
HSTM,1095565,2025-11-26,0,1580.0,25.46,40226.8,0,1,0,,D,0001437749-25-036582
HSTM,1095565,2025-12-08,0,2000.0,24.26,48520.0,1,0,0,Executive Vice President,D,0001437749-25-037176
HSTM,1095565,2025-12-10,0,2100.0,24.09,50589.0,1,0,0,Chief Technology Officer,D,0001437749-25-037449
HSY,47111,2025-10-20,0,1500.0,187.52,281280.0,1,0,0,"SVP, Chief Financial Officer",D,0000047111-25-000171
HSY,47111,2025-11-03,0,114.0,168.22,19177.079999999998,0,1,0,,D,0000047111-25-000174
HSY,47111,2025-11-03,0,189.0,168.22,31793.579999999998,0,1,0,,D,0000047111-25-000174
HSY,47111,2025-11-18,0,1500.0,179.56,269340.0,1,0,0,"SVP, Chief Financial Officer",D,0000047111-25-000180
HSY,47111,2025-11-21,1,200.0,186.19,37238.0,1,0,0,Chief Growth Officer,D,0000047111-25-000186
HSY,47111,2025-11-21,1,2000.0,185.46,370920.0,1,1,0,President and CEO,D,0000047111-25-000184
HSY,47111,2025-11-24,1,200.0,186.29,37258.0,1,0,0,SVP and CHRO,D,0000047111-25-000189
HSY,47111,2025-12-18,0,1500.0,188.51,282765.0,1,0,0,"SVP, Chief Financial Officer",D,0000047111-25-000198
HTFL,1464521,2025-12-16,1,40000.0,26.34,1053600.0,0,1,0,,D,0001464521-25-000039
HTH,1265131,2025-11-25,0,2200.0,35.0,77000.0,1,0,0,Chief Accounting Officer,D,0001420756-25-000004
HTO,766829,2025-11-13,0,2100.0,47.22,99162.0,1,1,0,Chief Executive Officer,D,0001628280-25-052367
HUBB,48898,2025-11-03,0,2011.0,470.32,945813.52,1,0,0,Chief Human Resources Officer,D,0001628280-25-049644
HUBB,48898,2025-11-05,0,2470.0,466.5,1152255.0,1,0,0,President Electrical Solutions,D,0001628280-25-050283
HUBB,48898,2025-11-17,1,435.0,429.24,186719.4,0,1,0,,D,0001628280-25-053220
HUBG,940942,2025-12-11,0,32000.0,43.68,1397760.0,1,1,0,"President, CEO & Vice Chairman",D,0001193125-25-319601
HUBG,940942,2025-12-11,1,4566.0,43.74,199716.84,0,1,0,,D,0001193125-25-319593
HUBS,1404655,2025-10-06,0,2387.0,500.0,1193500.0,1,1,0,Chief Executive Officer & Pres,D,0001193125-25-234630
HUBS,1404655,2025-10-06,0,615.0,500.0,307500.0,1,0,0,Chief Financial Officer,D,0001193125-25-234627
