latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
30.896309,75.83432,252.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°)
2017-12-12,14.2,18.5,9.9,13.2,17.7,9.2,17.9,32.0,145
2017-12-13,12.4,17.8,9.2,11.8,17.3,8.0,8.9,17.3,311
2017-12-14,11.7,18.3,7.8,10.1,16.1,6.1,11.2,25.6,307
2017-12-15,10.8,17.4,6.4,8.6,14.5,4.4,13.8,29.5,306
2017-12-16,10.2,16.9,4.9,7.6,14.1,2.0,12.4,25.9,298
2017-12-17,11.1,18.5,5.4,8.3,15.9,2.1,13.0,28.8,302
2017-12-18,12.5,20.5,6.5,10.0,18.2,3.1,14.0,26.3,306
2017-12-19,13.5,21.0,7.3,11.5,19.3,4.5,11.6,23.0,298
2017-12-20,14.6,21.6,9.1,13.4,21.0,7.3,11.0,20.2,301
2017-12-21,14.8,22.6,9.8,14.2,21.9,8.5,11.2,19.1,299
2017-12-22,13.9,20.9,9.1,12.6,19.2,7.6,12.3,26.3,303
2017-12-23,12.9,20.0,7.3,11.0,17.7,5.0,12.6,27.0,299
2017-12-24,12.5,20.0,7.2,11.3,19.3,5.5,10.2,16.2,358
2017-12-25,12.5,20.0,6.5,10.9,18.4,4.2,10.7,23.0,304
2017-12-26,12.8,20.9,6.4,11.2,19.0,4.1,10.2,20.2,298
2017-12-27,12.9,19.8,7.6,11.7,19.1,5.7,9.7,16.2,296
2017-12-28,13.0,20.0,6.9,12.1,18.8,5.0,10.2,22.0,308
2017-12-29,12.7,19.8,7.2,11.4,18.6,5.1,9.7,18.4,291
2017-12-30,12.2,19.7,6.9,11.2,18.9,5.9,9.4,16.6,312
2017-12-31,11.9,18.7,7.1,10.7,17.7,5.3,8.7,15.5,287
2018-01-01,11.9,19.0,6.2,10.7,18.1,4.1,8.0,15.8,250
2018-01-02,12.1,19.0,5.8,11.0,17.9,3.6,9.9,19.8,302
2018-01-03,10.5,17.8,6.4,9.3,16.4,4.4,9.8,21.2,299
2018-01-04,9.7,17.6,5.4,8.2,16.6,2.9,10.4,13.3,330
2018-01-05,10.1,17.5,5.2,8.5,16.0,3.4,9.4,15.8,293
2018-01-06,10.0,17.9,4.8,7.9,15.7,2.6,11.0,20.9,298
2018-01-07,9.7,17.5,4.2,7.4,14.8,1.6,11.6,25.2,300
2018-01-08,10.1,18.2,4.3,7.9,15.8,2.0,10.8,23.8,300
2018-01-09,10.6,18.5,5.1,8.4,15.8,2.5,12.8,27.7,300
2018-01-10,10.9,18.8,5.1,8.4,16.2,2.3,13.7,29.2,297
2018-01-11,11.1,18.5,4.6,8.9,16.1,2.0,12.5,26.6,297
2018-01-12,12.7,19.0,6.4,11.1,17.7,4.4,9.0,18.0,293
2018-01-13,12.0,19.8,5.6,10.5,17.9,3.5,10.9,23.0,306
2018-01-14,11.9,20.3,4.9,10.2,18.4,2.2,9.7,22.0,306
2018-01-15,11.3,19.4,5.5,9.1,16.8,3.1,13.7,29.9,299
2018-01-16,11.6,20.2,5.4,9.6,18.1,2.9,10.6,24.5,287
2018-01-17,12.9,20.5,7.4,11.0,18.5,5.4,16.0,33.8,126
2018-01-18,13.1,21.5,6.8,12.1,20.4,4.9,10.8,19.1,317
2018-01-19,12.8,21.0,6.3,11.0,18.9,4.2,11.4,25.6,295
2018-01-20,12.1,19.8,6.2,10.0,17.4,3.6,11.5,25.6,293
2018-01-21,12.1,20.0,4.2,10.5,19.1,1.4,8.1,14.8,215
2018-01-22,10.8,19.7,3.8,8.8,18.4,1.3,9.4,16.6,111
2018-01-23,10.5,14.6,6.2,8.9,13.4,3.5,13.3,35.3,105
2018-01-24,12.0,17.9,6.3,11.1,17.0,4.7,9.5,17.6,322
2018-01-25,11.2,17.7,6.4,9.5,15.7,4.5,12.3,27.4,299
2018-01-26,11.5,18.6,5.9,10.2,17.4,4.0,10.3,22.0,300
2018-01-27,10.9,18.5,5.4,9.4,17.3,3.0,9.3,22.3,302
2018-01-28,10.9,18.8,6.3,9.3,17.1,4.1,11.8,25.6,304
2018-01-29,12.2,19.8,7.2,10.9,18.5,5.6,10.9,23.0,299
2018-01-30,14.0,21.1,8.7,12.5,19.5,7.0,15.1,31.7,303
2018-01-31,14.0,21.4,9.2,12.5,19.9,7.1,12.2,25.2,305
2018-02-01,14.8,22.8,9.1,13.9,22.0,7.3,11.5,24.1,302
2018-02-02,13.9,21.6,8.2,12.5,20.2,6.5,10.5,23.8,298
2018-02-03,13.1,20.7,8.0,11.4,18.8,5.2,11.7,21.6,306
2018-02-04,12.4,20.7,6.5,10.2,18.5,3.9,11.9,24.8,300
2018-02-05,13.3,20.5,6.8,11.5,18.7,4.7,10.1,14.0,286
2018-02-06,12.9,20.5,6.4,10.3,17.2,4.0,14.5,30.6,311
2018-02-07,11.3,20.2,4.3,8.9,17.5,1.2,12.9,28.1,292
2018-02-08,12.7,21.1,4.8,10.8,19.4,2.4,11.3,23.4,295
2018-02-09,12.9,21.2,6.6,10.7,18.8,3.8,11.9,25.9,300
2018-02-10,12.4,21.6,5.2,10.4,20.1,2.7,11.8,17.3,25
2018-02-11,15.4,23.1,8.9,14.1,22.3,5.8,11.9,23.4,355
2018-02-12,14.7,17.6,12.6,12.3,14.6,9.6,33.1,65.9,138
2018-02-13,14.3,20.2,10.1,13.1,20.7,8.8,14.6,25.9,22
2018-02-14,13.1,19.6,7.6,11.3,17.8,5.2,17.1,33.8,306
2018-02-15,13.7,19.7,9.0,12.0,17.8,6.6,13.0,28.1,297
2018-02-16,14.8,22.5,8.6,14.0,21.9,6.9,12.7,26.6,295
2018-02-17,15.4,22.7,9.9,14.6,22.1,8.7,12.4,26.3,294
2018-02-18,15.0,22.9,9.1,13.9,21.9,7.2,11.6,24.1,294
2018-02-19,16.0,24.2,9.0,15.5,23.7,7.6,11.9,25.2,309
2018-02-20,17.0,25.0,9.9,16.8,24.9,8.7,10.7,24.8,300
2018-02-21,18.4,26.1,11.9,18.7,26.4,11.6,10.7,23.4,313
2018-02-22,18.1,26.7,11.8,18.2,27.0,11.0,10.2,21.2,305
2018-02-23,18.6,27.0,11.9,18.9,26.9,11.4,8.1,16.2,315
2018-02-24,18.3,25.8,14.4,18.3,24.7,14.3,19.5,49.7,66
2018-02-25,17.2,23.9,11.9,17.5,25.3,11.5,14.4,30.2,302
2018-02-26,17.2,23.7,12.1,16.7,23.2,10.7,15.6,33.5,304
2018-02-27,18.8,25.9,13.5,18.9,26.1,12.9,12.6,27.4,300
2018-02-28,18.0,25.1,12.4,18.1,25.0,11.8,10.4,19.8,296
2018-03-01,18.7,25.9,13.1,18.8,26.1,12.7,15.7,31.7,318
2018-03-02,20.5,27.9,14.6,20.3,28.9,13.4,12.0,26.6,357
2018-03-03,18.4,23.0,14.5,18.4,23.8,13.3,16.6,36.0,344
2018-03-04,17.5,24.5,11.4,17.3,24.8,10.4,12.8,37.8,306
2018-03-05,17.5,25.4,11.2,16.8,25.3,10.5,13.7,32.8,306
2018-03-06,17.5,25.2,11.5,16.8,24.5,10.4,13.9,31.0,305
2018-03-07,17.9,26.1,11.3,16.9,25.1,9.9,14.1,30.6,301
2018-03-08,19.6,27.5,12.9,19.6,28.4,12.7,10.0,17.3,316
2018-03-09,20.1,28.0,13.8,19.3,28.1,12.9,15.9,31.0,333
2018-03-10,19.5,27.2,12.9,18.6,26.2,11.4,16.3,34.6,312
2018-03-11,20.1,28.4,13.5,19.8,28.3,13.0,13.4,29.2,301
2018-03-12,21.2,29.7,13.8,21.4,30.3,13.3,12.3,27.0,303
2018-03-13,22.7,31.5,14.9,23.5,33.1,15.1,11.7,20.9,69
2018-03-14,23.1,31.0,16.0,22.8,31.1,15.5,16.2,36.0,149
2018-03-15,21.2,29.4,16.4,20.1,29.6,13.8,20.9,40.3,78
2018-03-16,19.6,27.6,12.9,18.8,27.0,12.2,18.0,36.4,316
2018-03-17,19.5,28.0,12.4,18.0,25.9,10.7,18.6,38.5,311
2018-03-18,20.1,28.8,12.1,19.0,27.7,10.7,15.2,33.1,303
2018-03-19,20.8,29.5,13.4,19.9,28.6,11.5,14.4,32.0,310
2018-03-20,21.9,31.0,14.1,22.0,31.4,13.1,10.4,24.5,294
2018-03-21,18.8,25.4,15.5,18.8,25.4,13.7,26.6,47.9,38
2018-03-22,18.6,25.0,13.2,19.0,25.8,13.2,10.2,31.7,321
2018-03-23,20.5,27.8,14.1,20.7,28.5,14.2,11.5,27.7,301
2018-03-24,21.4,29.5,14.6,21.1,29.5,14.0,15.8,33.8,307
2018-03-25,21.8,31.0,14.0,21.9,30.9,13.1,13.2,29.9,296
2018-03-26,23.0,31.2,15.9,23.1,31.0,15.0,17.0,35.3,298
2018-03-27,24.2,32.8,16.2,25.2,34.2,16.8,10.6,24.1,16
2018-03-28,24.2,33.0,16.3,24.3,33.3,16.3,16.3,34.2,313
2018-03-29,23.6,32.5,15.8,23.1,32.4,14.4,13.9,30.6,296
2018-03-30,24.6,33.0,15.3,24.6,34.8,13.6,11.7,20.5,295
2018-03-31,25.1,33.2,17.0,25.2,36.2,16.2,23.2,47.2,141
2018-04-01,25.1,32.2,18.0,25.9,33.6,18.6,13.8,30.6,130
2018-04-02,26.0,33.5,18.4,27.1,35.5,19.0,11.6,28.1,101
2018-04-03,26.1,33.5,19.8,27.8,37.2,20.8,19.8,42.8,32
2018-04-04,26.4,33.7,19.8,28.6,37.3,22.5,9.7,23.4,295
2018-04-05,25.7,33.2,19.5,26.8,35.3,20.5,23.4,42.8,323
2018-04-06,26.1,34.8,20.5,27.2,35.7,20.8,24.1,52.6,332
2018-04-07,25.0,32.9,18.5,25.6,35.6,19.0,24.6,51.1,130
2018-04-08,25.9,31.8,20.0,26.2,31.7,20.8,20.5,44.3,121
2018-04-09,25.4,32.9,19.8,26.6,35.2,20.7,17.9,31.7,124
2018-04-10,25.7,31.9,20.0,27.6,34.9,21.6,8.7,21.6,113
2018-04-11,23.4,29.0,18.6,24.8,30.2,20.1,14.9,33.5,89
2018-04-12,23.8,30.6,18.2,24.4,31.3,17.9,20.2,35.3,344
2018-04-13,23.7,32.2,15.2,22.4,31.1,14.1,12.6,28.4,319
2018-04-14,25.1,33.5,17.5,24.0,32.7,16.5,18.5,38.5,317
2018-04-15,26.6,35.3,18.0,26.1,35.0,17.4,11.2,28.8,319
2018-04-16,26.4,34.5,20.5,25.8,33.5,18.4,18.1,43.6,44
2018-04-17,26.6,35.5,18.4,25.9,34.3,19.2,16.6,34.9,313
2018-04-18,27.1,35.5,19.6,25.7,33.9,19.1,23.9,47.2,310
2018-04-19,27.6,35.6,19.9,26.7,35.2,18.4,17.7,37.8,341
2018-04-20,26.0,35.1,19.9,24.2,31.0,19.2,30.8,64.1,116
2018-04-21,24.4,31.8,16.3,22.9,30.4,16.8,19.8,40.3,328
2018-04-22,24.2,31.7,15.7,22.6,30.4,14.4,12.7,31.3,303
2018-04-23,26.1,35.1,17.6,24.4,33.4,15.7,16.1,36.4,304
2018-04-24,28.2,37.0,18.5,26.6,35.6,17.0,15.3,34.6,311
2018-04-25,30.2,38.8,22.2,29.1,39.2,22.0,20.6,38.2,32
2018-04-26,30.3,40.0,20.0,29.3,39.7,19.0,13.0,24.8,334
2018-04-27,29.8,38.2,22.3,29.6,40.3,20.8,21.3,47.5,118
2018-04-28,30.4,37.9,22.8,30.6,39.5,22.9,17.2,41.0,117
2018-04-29,29.7,37.8,21.1,29.7,39.8,21.4,17.1,37.1,277
2018-04-30,31.0,40.5,22.5,30.4,41.0,22.4,12.2,30.2,157
2018-05-01,30.6,38.8,25.4,30.5,40.5,24.3,22.8,46.8,140
2018-05-02,29.4,37.5,24.1,30.6,39.0,25.5,19.9,45.4,125
2018-05-03,28.6,36.7,21.4,29.5,37.2,23.7,23.9,57.2,108
2018-05-04,28.4,34.3,22.4,29.5,37.3,23.7,14.3,46.4,77
2018-05-05,30.0,37.7,22.8,30.1,38.5,23.2,16.4,37.8,315
2018-05-06,29.8,37.2,24.2,29.4,35.2,22.8,20.8,43.9,357
2018-05-07,28.4,36.5,23.4,28.4,38.8,22.7,29.8,52.6,22
2018-05-08,25.6,31.8,21.9,26.9,33.6,23.4,12.6,27.0,50
2018-05-09,26.6,33.6,19.6,27.1,35.1,21.0,16.1,40.7,348
2018-05-10,29.0,36.9,20.8,29.3,37.5,20.8,12.1,28.8,316
2018-05-11,31.7,39.3,22.7,32.5,40.4,22.8,12.0,28.8,321
2018-05-12,32.0,39.8,25.4,32.8,42.8,26.3,18.1,35.3,70
2018-05-13,30.9,39.7,23.8,31.0,41.6,25.0,22.9,45.0,358
2018-05-14,28.5,36.3,21.2,29.2,38.7,21.7,15.9,32.4,135
2018-05-15,29.6,37.5,22.5,30.7,40.6,24.3,19.8,37.8,31
2018-05-16,30.3,38.9,23.6,30.1,39.9,23.2,22.3,43.6,321
2018-05-17,30.4,39.2,22.5,30.3,39.6,22.1,15.2,33.5,309
2018-05-18,29.8,36.2,23.8,29.9,37.5,23.1,14.2,27.4,325
2018-05-19,31.2,38.7,23.8,30.2,38.5,22.1,18.6,34.9,328
2018-05-20,30.8,39.1,22.0,28.9,37.4,21.1,15.3,31.7,314
2018-05-21,31.4,40.1,21.6,28.7,37.7,19.3,18.7,38.5,329
2018-05-22,33.0,41.3,24.2,30.7,40.3,21.4,14.7,29.9,325
2018-05-23,33.5,41.2,25.2,30.6,39.6,22.4,18.9,39.6,322
2018-05-24,32.4,40.4,23.6,29.7,38.5,20.8,15.4,32.0,315
2018-05-25,33.1,41.2,25.0,30.9,39.0,22.6,16.1,36.4,310
2018-05-26,33.6,42.1,25.2,31.6,41.0,22.7,12.3,25.6,343
2018-05-27,33.7,42.2,25.5,31.3,40.5,22.2,16.7,34.2,38
2018-05-28,32.9,41.7,24.6,31.4,40.5,23.1,16.1,35.3,295
2018-05-29,33.4,42.5,24.4,32.2,42.4,23.5,21.9,51.1,126
2018-05-30,33.1,40.6,27.4,34.0,43.0,28.0,21.1,44.6,139
2018-05-31,33.3,41.0,27.4,34.9,43.0,29.2,17.6,36.7,140
2018-06-01,32.7,38.9,27.6,34.0,40.5,29.1,26.7,53.3,119
2018-06-02,32.8,39.5,26.8,34.5,42.6,28.5,17.6,37.8,131
2018-06-03,33.7,39.5,28.2,36.3,43.7,30.1,18.0,36.4,125
2018-06-04,34.9,40.0,29.9,37.4,43.4,32.1,20.2,41.4,135
2018-06-05,35.1,39.5,31.5,37.4,41.8,33.4,22.9,47.5,126
2018-06-06,31.8,35.9,25.7,35.4,40.4,29.4,17.8,38.9,102
2018-06-07,32.7,38.0,26.6,37.4,43.4,31.4,9.7,19.4,104
2018-06-08,34.3,38.8,29.1,38.3,43.7,33.8,18.1,32.8,114
2018-06-09,30.4,35.6,25.3,34.6,39.9,29.8,23.4,49.3,109
2018-06-10,30.4,34.5,26.0,36.3,41.7,32.2,17.4,36.4,48
2018-06-11,32.6,38.3,27.4,37.2,42.1,32.7,14.4,30.2,331
2018-06-12,33.4,40.2,26.2,36.7,43.4,29.2,9.5,23.4,325
2018-06-13,34.8,41.7,28.0,37.1,44.7,30.1,10.9,24.1,279
2018-06-14,34.8,41.6,27.8,37.9,44.3,30.7,12.6,29.9,261
2018-06-15,34.1,39.2,29.1,37.9,43.0,33.4,9.6,24.1,181
2018-06-16,31.4,37.7,25.3,35.3,42.2,29.8,18.1,34.2,127
2018-06-17,28.6,33.0,23.2,33.0,38.4,26.8,13.0,29.9,119
2018-06-18,28.5,34.8,24.1,32.8,40.3,28.2,17.6,44.6,307
2018-06-19,30.6,36.5,24.4,34.4,40.5,29.2,11.2,23.8,332
2018-06-20,32.2,38.2,25.3,35.6,41.9,28.8,11.5,27.4,335
2018-06-21,32.5,38.3,27.4,35.8,42.3,30.9,9.7,24.1,317
2018-06-22,33.1,39.5,26.4,36.0,43.4,29.8,14.1,28.4,339
2018-06-23,32.3,38.7,27.6,34.8,41.4,30.3,17.7,36.0,320
2018-06-24,32.7,39.2,25.5,35.4,41.7,28.5,12.2,28.8,314
2018-06-25,33.4,39.0,26.7,36.0,42.2,29.1,15.8,29.5,304
2018-06-26,33.3,38.2,27.5,36.7,43.3,30.9,14.6,26.6,195
2018-06-27,28.2,31.0,25.2,32.5,34.8,29.3,16.1,31.3,89
2018-06-28,27.1,32.2,23.7,31.9,38.0,27.4,21.0,59.4,80
2018-06-29,28.7,31.6,25.6,34.2,37.5,30.1,15.6,56.9,120
2018-06-30,30.2,33.2,26.8,36.4,40.2,32.1,10.5,33.1,117
2018-07-01,30.4,34.2,27.5,37.2,40.9,34.1,8.6,20.5,291
2018-07-02,30.0,34.0,25.7,36.6,41.3,31.6,12.0,27.4,194
2018-07-03,27.5,30.2,24.5,32.5,36.2,28.3,15.3,41.0,109
2018-07-04,26.2,30.1,23.7,31.0,35.7,27.8,12.8,28.1,102
2018-07-05,27.7,32.4,24.0,33.1,38.2,28.7,8.7,20.9,307
2018-07-06,29.0,34.0,24.3,34.3,39.7,28.8,10.7,24.8,305
2018-07-07,30.5,35.3,25.6,36.2,41.8,30.9,11.8,24.8,302
2018-07-08,31.3,36.5,26.0,37.5,43.1,31.3,10.8,21.6,302
2018-07-09,32.0,36.5,26.5,38.6,43.6,32.8,11.5,20.2,126
2018-07-10,31.7,35.8,28.1,38.3,43.8,33.3,15.3,32.4,119
2018-07-11,29.8,33.3,25.9,36.2,41.3,30.9,14.5,27.4,122
2018-07-12,30.0,33.2,26.9,36.4,40.6,32.4,13.7,28.8,117
2018-07-13,28.4,32.2,25.8,34.4,39.8,31.0,16.0,32.4,125
2018-07-14,28.9,33.0,25.8,35.3,39.7,31.8,10.7,24.5,125
2018-07-15,30.0,33.6,26.5,36.5,40.1,32.8,11.2,31.0,118
2018-07-16,28.3,31.4,26.2,34.5,37.8,31.3,14.4,25.6,113
2018-07-17,28.6,32.4,26.5,35.3,40.4,33.0,12.5,29.9,116
2018-07-18,29.1,32.8,26.3,36.5,40.9,33.1,6.9,19.8,123
2018-07-19,29.4,33.3,26.4,36.9,41.9,33.3,9.7,24.5,181
2018-07-20,29.5,32.6,26.5,37.1,39.8,33.5,8.0,19.4,201
2018-07-21,29.6,33.3,27.1,37.0,41.8,32.8,12.7,23.8,149
2018-07-22,27.5,29.9,25.4,33.4,35.8,30.4,15.5,28.1,130
2018-07-23,28.9,32.8,25.5,35.9,39.8,31.8,9.9,27.0,133
2018-07-24,28.4,31.4,26.2,35.5,38.8,32.9,8.6,26.6,107
2018-07-25,29.0,32.7,26.0,36.2,41.3,31.5,10.3,22.7,208
2018-07-26,27.6,31.5,25.1,33.6,38.7,30.6,13.2,25.9,138
2018-07-27,27.6,30.6,25.1,33.9,37.2,31.1,9.5,24.8,136
2018-07-28,28.1,32.1,25.0,34.3,39.4,30.5,11.0,24.8,117
2018-07-29,28.4,32.7,24.5,34.2,38.8,29.2,10.0,28.4,282
2018-07-30,29.4,33.2,26.1,36.1,40.5,32.4,10.1,29.5,288
2018-07-31,29.9,33.7,26.0,37.0,41.1,32.5,9.7,26.6,275
2018-08-01,29.5,33.7,25.6,36.4,42.8,30.8,8.1,24.5,121
2018-08-02,29.9,33.5,26.4,36.8,42.3,32.4,9.3,24.1,89
2018-08-03,29.9,33.7,26.6,36.9,42.4,32.3,8.8,28.1,122
2018-08-04,30.1,33.8,26.9,36.9,42.5,32.3,10.2,23.4,132
2018-08-05,30.5,34.5,27.3,37.1,41.6,33.5,12.8,23.4,150
2018-08-06,27.2,28.7,25.5,32.1,33.8,30.1,16.9,31.3,131
2018-08-07,26.4,29.8,24.2,31.6,34.3,29.6,12.8,27.7,124
2018-08-08,27.5,31.0,23.8,33.3,37.8,28.7,12.5,40.3,119
2018-08-09,28.1,30.8,26.1,34.9,38.0,32.8,9.0,27.4,66
2018-08-10,29.2,32.5,25.8,36.2,40.7,32.4,7.7,16.2,304
2018-08-11,29.6,32.9,26.5,37.0,41.5,33.0,7.8,25.6,229
2018-08-12,28.5,32.4,26.4,35.1,40.5,31.8,13.0,26.3,135
2018-08-13,26.3,28.6,24.9,31.4,34.3,29.2,13.9,31.0,124
2018-08-14,28.3,31.8,25.0,34.7,40.5,29.3,10.5,28.4,72
2018-08-15,28.8,32.2,26.0,35.7,40.6,32.2,11.8,21.2,145
2018-08-16,28.6,31.9,25.9,35.2,39.8,31.7,12.7,23.8,111
2018-08-17,28.5,31.1,26.4,35.3,38.8,33.3,11.8,26.6,119
2018-08-18,28.4,31.2,26.0,35.4,39.7,32.5,9.2,22.3,117
2018-08-19,29.0,32.5,26.0,36.4,41.0,32.8,6.3,16.6,284
2018-08-20,29.6,33.7,26.7,37.1,41.5,33.9,9.7,21.6,89
2018-08-21,29.1,32.7,25.8,36.0,40.9,31.7,10.5,21.6,113
2018-08-22,28.8,31.8,26.8,36.0,40.4,32.9,8.7,20.2,144
2018-08-23,28.5,31.8,25.8,35.5,40.4,31.4,10.8,24.1,160
2018-08-24,28.9,33.2,25.4,35.8,42.0,31.2,10.0,27.0,96
2018-08-25,29.0,32.9,25.3,35.7,40.1,30.2,11.6,29.2,136
2018-08-26,28.8,32.8,25.6,35.4,40.8,30.6,14.5,35.6,78
2018-08-27,29.1,32.5,25.8,35.8,39.2,32.1,8.7,21.2,315
2018-08-28,29.4,33.0,25.6,36.2,40.0,31.5,7.9,16.2,86
2018-08-29,29.1,32.6,26.6,36.0,39.7,32.6,9.7,19.8,122
2018-08-30,29.1,33.2,25.8,35.7,40.8,31.4,10.1,22.7,101
2018-08-31,29.6,33.8,26.5,36.7,42.5,33.0,13.8,30.2,114
2018-09-01,28.5,33.0,26.1,34.9,41.2,30.8,16.2,29.2,123
2018-09-02,26.8,28.5,25.5,32.8,34.4,30.7,10.0,32.0,129
2018-09-03,26.5,29.8,24.6,32.6,36.7,30.5,7.1,23.0,114
2018-09-04,27.5,31.5,24.0,33.8,37.9,29.6,7.7,25.2,147
2018-09-05,28.6,32.3,25.3,35.0,39.3,31.2,12.4,32.0,341
2018-09-06,29.5,33.2,26.4,36.5,40.0,33.0,6.6,25.2,237
2018-09-07,27.5,31.5,26.3,33.9,39.0,32.1,13.8,33.5,117
2018-09-08,28.1,32.0,24.6,34.3,39.4,30.3,6.6,22.0,111
2018-09-09,27.8,31.5,25.9,34.0,38.8,31.6,9.5,22.0,112
2018-09-10,27.8,31.7,25.2,34.3,39.1,30.9,7.5,16.9,100
2018-09-11,27.6,31.8,24.3,33.5,38.0,29.6,9.2,23.8,42
2018-09-12,27.5,31.4,24.2,33.3,38.1,29.7,9.1,32.0,101
2018-09-13,27.9,32.5,24.1,33.8,39.6,29.0,9.6,23.0,117
2018-09-14,27.2,31.7,23.1,32.3,38.0,26.3,18.6,38.9,83
2018-09-15,27.1,31.5,23.2,31.9,37.0,28.0,9.6,16.6,327
2018-09-16,26.4,31.0,22.4,30.2,35.4,26.2,10.7,24.1,314
2018-09-17,26.4,31.5,22.2,30.0,35.6,25.4,13.3,28.4,316
2018-09-18,26.7,32.2,21.4,30.1,36.2,23.7,10.5,22.3,315
2018-09-19,27.2,32.8,22.0,31.1,36.8,25.2,11.5,25.2,299
2018-09-20,27.8,32.8,22.2,32.6,38.6,25.5,6.8,16.9,51
2018-09-21,27.6,32.0,23.7,32.0,36.7,27.0,18.7,40.7,118
2018-09-22,23.9,26.6,21.5,27.6,30.1,23.7,18.1,49.0,64
2018-09-23,24.1,28.0,21.3,27.2,31.3,23.3,24.0,50.4,112
2018-09-24,22.8,24.5,21.0,26.2,28.5,23.4,12.6,41.0,39
2018-09-25,24.7,29.9,20.8,28.4,34.9,23.5,10.6,24.5,340
2018-09-26,25.2,30.6,20.2,29.1,35.2,23.1,10.4,23.4,305
2018-09-27,26.7,31.5,21.6,31.5,36.5,25.3,8.5,21.6,299
2018-09-28,26.2,31.2,21.1,31.1,36.6,24.6,7.3,19.4,95
2018-09-29,25.7,30.4,21.9,30.0,36.1,25.5,9.5,24.8,305
2018-09-30,25.2,31.0,20.6,28.5,34.8,23.4,12.1,25.9,303
2018-10-01,25.7,31.5,20.2,29.1,35.8,22.2,8.9,19.4,317
2018-10-02,25.6,32.1,20.6,29.5,36.4,24.1,9.3,16.2,316
2018-10-03,25.6,31.5,20.5,28.8,35.6,23.1,9.9,20.2,322
2018-10-04,24.7,31.1,19.0,27.5,34.8,21.4,9.7,19.8,354
2018-10-05,24.6,31.3,19.0,27.2,34.9,20.8,9.7,19.1,303
2018-10-06,23.8,30.9,18.6,25.3,33.2,20.0,17.0,36.7,302
2018-10-07,23.8,30.5,17.5,25.9,33.0,18.4,9.3,18.0,300
2018-10-08,24.3,31.0,18.5,27.0,34.1,20.4,9.7,14.8,123
2018-10-09,24.0,31.0,18.9,25.9,33.4,20.3,13.0,27.7,99
2018-10-10,22.3,28.5,18.4,24.9,32.8,20.7,17.7,50.0,105
2018-10-11,22.2,27.6,18.0,24.0,30.4,17.3,21.1,47.9,110
2018-10-12,22.4,28.5,16.9,24.3,31.2,18.3,9.2,17.6,316
2018-10-13,22.2,29.1,17.0,22.9,30.0,17.7,10.5,22.3,304
2018-10-14,22.2,29.3,15.5,22.7,30.0,15.7,11.5,25.2,328
2018-10-15,23.1,29.7,16.2,24.6,31.0,16.8,8.0,19.8,12
2018-10-16,22.7,30.9,15.4,24.1,32.8,15.5,10.1,17.3,106
2018-10-17,23.0,30.2,17.1,24.6,32.5,17.6,10.4,20.5,94
2018-10-18,22.5,29.6,16.5,24.0,32.4,17.2,9.1,23.0,345
2018-10-19,22.5,30.0,16.6,23.0,30.7,16.6,10.8,18.7,334
2018-10-20,21.9,29.5,15.6,22.2,30.1,14.6,9.7,15.8,313
2018-10-21,21.4,29.2,15.1,21.1,28.8,14.3,10.5,22.7,298
2018-10-22,21.4,28.7,14.7,21.2,28.3,13.6,10.2,23.0,309
2018-10-23,21.4,29.4,16.0,21.0,29.5,14.5,11.4,24.1,36
2018-10-24,20.8,28.9,13.4,20.8,29.3,13.5,11.5,17.3,13
2018-10-25,21.6,28.8,15.9,22.1,29.1,16.2,10.2,16.9,323
2018-10-26,21.9,28.7,15.6,22.2,28.8,15.9,17.5,32.4,309
2018-10-27,21.9,28.6,17.0,22.6,29.3,17.2,10.0,19.4,321
2018-10-28,21.7,29.0,14.9,22.5,29.6,15.3,11.3,23.4,321
2018-10-29,21.6,29.0,14.7,22.8,30.2,15.5,10.8,22.0,328
2018-10-30,22.7,29.0,16.9,24.3,30.7,18.4,7.6,14.4,38
2018-10-31,21.7,28.6,15.4,23.3,30.0,15.9,9.5,19.1,351
2018-11-01,21.9,28.5,16.1,23.6,29.7,17.4,9.3,19.1,124
2018-11-02,21.6,26.7,16.4,21.8,26.8,17.5,17.3,34.9,83
2018-11-03,21.1,25.8,16.0,19.9,23.7,16.4,24.7,49.3,106
2018-11-04,18.6,24.1,14.8,18.8,24.6,14.3,8.3,14.8,31
2018-11-05,18.7,25.2,13.9,18.4,25.1,13.8,10.7,26.3,307
2018-11-06,17.9,25.2,12.8,16.6,23.6,11.8,13.8,28.8,305
2018-11-07,17.1,25.4,10.1,15.5,23.1,8.5,10.2,23.4,311
2018-11-08,17.2,25.5,9.9,16.4,25.4,8.5,10.4,15.5,79
2018-11-09,18.6,25.5,13.8,18.5,25.0,13.6,9.2,21.2,306
2018-11-10,19.1,26.0,14.1,19.3,26.3,13.9,9.4,13.7,13
2018-11-11,19.1,25.8,14.1,19.2,25.5,14.0,9.5,19.1,315
2018-11-12,18.3,26.5,12.2,18.5,26.4,11.9,13.0,25.6,321
